Studentnumber,Sex,School,Condition,Vocabulary,Wordchain,SumExpositoryTxt,SumNarrativeTxt,TotalSum_Readingcompr,ControlsumNarrativeTxt,ControlsumExpositoryTxt,Controlsum,Gaven2Mc,Gaven3Mc,Gaven4Mc,Gaven5Cr,Gaven6Cr,Gaven7Cr,Gaven8Cr,Gaven9Cr,Gaven10Mc,Gaven11Cr,Gaven12Cr,SH1Mc,SH3Mc,SH4Mc,SH5Mc,SH6Mc,SH10Mc,SH11Mc,SH12Mc,SH13Mc,SH15Mc,SH16Mc,SH17Mc,SH18Mc,SH19Mc,SH20Mc,SH21Mc,SH22Mc,SH24Cr,SH25Mc,SH26Mc,SH27Mc,Antarktis1,Antarktis2,Antarktis3,Antarktis4,Antarktis5,Antarktis6,Antarktis7,Antarktis8,Antarktis9,Antarktis10,Antarktis11,Antarktis12,Antarktis13,Antarktis14,Antarktis15,Antarktis16,Antarktis17,Antarktis18,Antarktis19,Coriander1,Coriander2,Coriander3,Coriander4,Coriander5,Coriander6,Coriander7,Coriander8,Coriander9,Coriander10,Coriander11,Coriander12,Coriander13,Coriander14,Coriander15,Spørsmål1,Spørsmål2,Spørsmål3,Spørsmål4,Spørsmål5,Spørsmål6,Spørsmål7,pgaven2Mc,pgaven3Mc,pgaven4Mc,pgaven5Cr,pgaven6cr,pgaven7Cr,pgaven8Cr,pgaven9Cr,pgaven10Mc,pgaven11cr,pgaven12Cr,X.1Score,X.2Score,X.3Score,X.4Score,X.5Score,X.6Score,X.7Score,X.8Score,X.9Score,X.10Score,X.11Score,X.12Score,X.13Score,X.14Score,X.15Score,X.16Score,X.17Score,X.18Score,X.19Score,X.20Score,X.21Score,X.22Score,X.23Score,X.24Score,X.25Score,X.26Score,X.27Score,X.28Score,X.29Score,X.30Score,X.31Score,X.32Score,X.33Score,X.34Score,pSH1,pSH3Mc,pSH4Mc,pSH5Mc,pSH6Mc,pSH10Mc,pSH11Mc,pSH12Mc,pSH13Mc,pSH15Mc,pSH16Mc,pSH17Mc,pSH18Mc,pSH19Mc,pSH20Mc,pSH21Mc,pSH22Mc,pSH24Cr,pSH25Mc,pSH26Mc,pSH27Mc,Paper_Paper,Paper_Computer,Computer_Computer
2602182,girl,1,electronic,20,48,14,15,29,11,6,17,2,1,2,1,1,2,0,1,3,1,2,1,2,1,9,2,1,9,4,2,3,2,4,3,1,9,9,9,9,9,9,9,4,4,1,4,3,1,3,1,4,3,1,2,2,4,2,3,4,3,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,0,1,1,0,8,0,1,1,1,1,2,0,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2602257,girl,1,electronic,15,47,18,10,28,9,13,22,4,1,2,9,0,1,0,2,3,2,0,3,2,1,1,2,4,4,4,2,3,2,3,1,4,3,4,1,9,3,4,9,4,4,2,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,4,2,2,3,8,1,4,2,2,1,4,1,3,2,1,1,1,1,1,0,9,1,1,1,0,0,1,0,2,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1
2602266,girl,2,electronic,21,51,16,13,29,13,18,31,4,1,2,1,1,2,1,2,3,0,2,3,2,1,2,2,4,1,3,2,3,2,3,1,4,3,3,3,2,1,4,2,4,4,1,4,3,1,1,1,4,4,1,2,3,1,3,3,4,1,4,3,2,3,2,3,8,1,2,3,2,1,4,1,1,4,1,1,0,0,0,0,9,1,1,1,1,1,2,1,2,1,0,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2602283,girl,2,electronic,12,40,7,6,13,9,7,16,4,1,2,1,0,2,0,1,4,1,1,8,2,3,8,2,3,4,2,3,3,4,3,3,4,1,3,1,9,1,3,4,4,2,2,1,3,3,3,1,3,3,1,1,3,1,1,4,2,3,3,3,1,2,2,1,8,2,1,3,2,2,2,2,2,3,1,1,0,0,0,0,9,1,1,1,1,0,2,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2602152,boy,1,paper,20,60,15,7,22,8,19,27,4,1,2,1,9,2,9,0,3,1,0,3,2,1,2,2,4,1,2,2,3,2,3,4,4,3,3,1,2,3,2,2,4,4,4,2,3,1,1,1,4,3,1,2,3,2,2,3,4,1,4,3,2,2,2,2,8,2,1,3,2,2,2,1,2,3,1,1,0,1,1,0,0,1,1,1,1,0,2,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
2602155,boy,1,paper,23,63,17,15,32,10,16,26,4,1,2,1,1,2,0,1,3,1,0,3,2,2,2,2,2,4,2,2,3,2,3,1,4,3,3,3,1,3,4,2,4,2,1,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,1,1,1,0,9,1,1,1,1,1,2,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
2602159,boy,1,paper,22,56,18,13,31,13,21,34,4,1,2,1,2,2,0,1,3,1,2,3,2,1,2,2,4,1,2,2,3,2,3,1,4,3,3,3,2,3,2,2,4,4,1,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,4,4,2,3,4,1,1,0,1,1,0,0,1,1,1,1,2,2,0,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
2602163,boy,1,paper,16,58,16,11,27,5,6,11,3,1,4,1,0,1,0,1,3,9,9,3,4,4,3,2,3,3,2,4,3,1,1,3,1,1,4,1,9,3,2,1,4,4,2,4,3,1,3,1,4,4,1,4,2,1,2,3,4,1,4,3,2,2,2,2,8,1,2,3,2,1,4,1,4,3,1,1,5,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2602183,boy,1,paper,20,58,17,14,31,12,3,15,2,1,2,1,1,2,1,1,3,1,2,3,4,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,4,3,1,3,1,4,4,4,2,3,1,2,3,4,1,4,3,2,2,2,1,8,1,2,3,2,1,4,1,3,4,1,1,0,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2602272,boy,1,paper,17,55,15,4,19,7,13,20,4,1,2,0,0,1,1,1,3,0,0,3,2,1,2,2,4,4,2,2,3,1,2,4,8,3,3,2,9,3,4,2,4,4,2,3,3,1,3,1,4,3,1,2,3,1,2,3,1,1,4,1,4,2,3,4,8,2,1,4,2,1,4,2,1,2,1,1,0,0,0,0,9,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
2602292,boy,2,paper,14,63,17,12,29,7,14,21,4,1,2,1,1,2,0,0,4,0,0,1,2,1,2,2,1,1,2,1,3,2,3,1,4,3,1,1,1,3,3,2,4,4,4,4,3,3,3,1,4,4,1,2,3,1,2,4,4,1,4,3,2,2,2,3,8,1,4,1,2,1,4,4,3,4,1,1,1,1,1,0,9,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
2602150,girl,1,paper,19,59,18,15,33,11,7,18,4,1,2,1,1,2,0,1,3,1,1,3,2,1,2,2,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,1,3,1,4,3,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,1,1,1,0,9,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2602164,girl,1,paper,13,68,18,11,29,10,16,26,4,1,2,1,2,1,0,1,3,1,0,3,2,1,2,2,4,1,1,2,3,2,3,1,8,3,3,4,9,3,8,2,4,4,4,4,3,1,3,1,4,4,1,2,3,4,2,3,4,1,4,3,2,2,2,1,8,1,1,3,2,1,2,3,3,4,1,0,0,1,1,0,9,1,1,1,1,2,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
2602265,girl,2,paper,19,61,18,13,31,8,6,14,4,1,2,9,0,2,0,0,3,0,2,1,1,2,1,2,2,4,1,1,3,2,4,4,4,1,3,3,9,2,1,1,4,4,2,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,2,2,4,8,2,2,3,2,1,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,2,0,0,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
2602280,girl,2,paper,14,60,13,12,25,7,4,11,4,1,2,1,0,0,0,9,3,1,1,3,4,1,4,2,1,1,4,9,2,4,1,9,9,9,9,9,9,9,9,9,4,1,2,4,3,3,3,1,4,1,1,2,3,4,2,4,4,1,4,3,4,2,2,1,8,1,4,3,2,1,4,1,3,4,1,0,0,1,0,0,9,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2602298,girl,2,paper,21,59,17,9,26,11,5,16,4,1,2,1,1,2,1,1,3,1,0,3,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,2,3,1,3,1,4,3,1,2,3,1,2,3,4,1,4,3,4,2,2,4,8,2,4,3,2,4,4,1,3,2,1,1,0,1,1,0,0,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2602165,boy,1,electronic,22,63,18,15,33,11,11,22,4,1,2,1,0,2,0,1,3,1,2,1,4,2,2,2,2,4,2,3,3,2,3,1,4,3,1,3,9,3,1,1,4,4,1,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
2602166,boy,1,electronic,19,61,16,10,26,6,16,22,4,1,2,9,0,1,0,0,3,1,0,3,2,1,2,2,4,1,2,2,3,2,3,2,8,3,8,4,2,3,1,2,3,4,2,4,3,1,3,1,4,1,1,2,3,1,2,3,4,1,4,2,2,3,2,3,8,1,1,3,2,1,4,2,1,4,1,1,7,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1
2602167,boy,1,electronic,21,58,19,13,32,12,3,15,4,1,2,1,2,2,0,1,3,1,1,2,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,2,2,4,8,1,2,3,2,1,4,1,1,4,1,1,0,1,1,0,9,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602184,boy,1,electronic,15,57,13,13,26,5,3,8,4,4,2,9,9,1,1,9,4,9,1,9,9,9,9,9,4,2,4,9,9,2,3,9,9,9,9,9,9,9,9,9,4,1,4,4,3,1,1,1,4,1,1,2,3,4,2,3,4,2,1,3,2,2,2,3,8,1,2,3,2,1,4,1,1,2,1,1,0,1,1,0,9,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2602185,boy,1,electronic,18,66,19,14,33,12,18,30,4,1,2,1,0,2,0,1,3,2,2,3,2,1,2,2,2,1,2,2,3,2,3,1,4,3,3,4,0,3,2,2,4,4,4,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,1,1,1,0,1,1,0,9,1,1,1,1,0,2,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
2602187,boy,1,electronic,19,59,18,5,23,7,6,13,4,1,2,1,1,2,9,0,9,9,9,9,9,9,2,2,9,9,9,9,3,2,3,9,4,1,9,9,9,9,9,9,4,4,4,4,3,1,3,1,4,3,1,2,3,1,2,3,4,1,4,1,2,2,1,3,8,4,4,4,4,3,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2602270,boy,2,electronic,21,58,17,14,31,13,17,30,4,1,2,1,1,2,1,1,3,1,2,3,2,1,2,2,4,1,2,2,3,2,3,1,4,3,3,4,0,3,3,3,4,4,1,4,3,1,3,1,4,3,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,1,4,1,1,1,1,1,0,9,1,1,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
2602274,boy,1,electronic,20,64,15,11,26,10,15,25,4,1,2,1,9,2,0,2,8,0,2,3,2,1,1,2,1,2,2,2,3,2,3,4,2,3,3,1,2,3,2,2,4,4,1,4,3,1,3,1,4,3,1,3,3,1,2,4,4,1,4,2,2,2,2,3,8,2,2,3,2,4,4,2,3,4,1,1,1,4,1,0,9,1,1,1,1,0,2,0,2,0,0,2,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1
2602276,boy,2,electronic,20,63,17,10,27,10,11,21,4,1,2,1,9,2,0,1,3,0,2,1,4,2,1,2,3,2,2,2,3,2,3,1,1,3,3,4,9,3,1,2,4,4,4,4,3,1,3,1,4,4,1,2,3,4,2,3,4,3,4,3,1,2,2,1,8,1,1,3,2,1,2,1,1,4,1,1,0,0,1,1,1,1,1,1,1,0,2,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
2602140,girl,1,electronic,16,66,13,7,20,9,10,19,4,1,2,1,1,2,0,9,4,0,2,1,1,1,3,2,4,1,2,2,1,3,2,1,3,2,3,2,9,1,2,2,4,2,3,4,3,1,4,1,4,1,1,2,1,3,2,3,4,1,4,2,2,2,1,3,8,2,1,3,2,4,4,2,3,3,1,5,5,1,4,1,1,1,1,1,1,1,2,0,0,0,0,2,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2602149,girl,1,electronic,21,71,18,14,32,10,16,26,4,1,2,1,2,1,0,1,3,0,1,3,2,4,2,2,4,4,4,2,3,2,3,1,4,3,3,1,1,3,2,2,4,4,1,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,3,2,3,8,1,2,3,2,1,4,1,3,4,1,1,0,0,1,0,9,1,1,1,1,2,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
2602157,girl,1,electronic,21,64,17,8,25,7,14,21,4,1,2,1,0,0,0,1,3,1,0,3,2,1,2,2,2,4,2,2,3,2,3,1,2,3,3,1,1,3,1,1,4,4,4,4,3,1,3,1,4,3,1,2,3,1,2,4,4,1,4,2,1,2,1,2,8,4,2,1,2,1,3,1,3,4,1,1,5,4,4,0,9,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
2602160,girl,1,electronic,19,73,17,14,31,14,18,32,4,1,2,1,2,2,1,2,3,2,0,3,2,1,2,2,2,1,2,2,3,2,3,9,4,3,3,4,2,3,2,2,4,4,2,4,3,1,3,1,4,4,1,2,3,4,2,3,4,1,4,3,4,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,0,0,1,0,0,1,1,1,1,2,2,1,2,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
2602170,girl,1,electronic,22,70,17,15,32,11,19,30,4,1,2,1,2,2,0,1,3,1,0,3,2,1,2,2,4,1,2,2,3,2,2,1,4,3,3,1,2,3,2,2,4,4,2,4,3,1,3,1,4,1,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,0,4,1,1,1,1,1,1,1,2,2,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
2602171,girl,1,electronic,18,55,14,15,29,8,0,8,4,1,2,1,1,1,0,1,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,1,4,3,1,3,1,4,3,1,2,4,1,2,4,4,2,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,1,0,0,0,9,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602176,girl,1,electronic,17,60,16,11,27,9,3,12,4,1,3,1,1,2,0,1,3,0,1,3,3,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,1,1,1,4,4,1,2,3,4,2,3,4,2,4,3,2,2,2,3,8,2,2,3,2,4,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602178,girl,1,electronic,23,74,17,15,32,16,6,22,4,1,2,1,2,2,1,2,3,2,2,3,2,1,2,2,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,3,3,1,4,2,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,0,1,1,0,9,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602179,girl,1,electronic,23,72,18,13,31,15,19,34,4,1,3,1,2,2,1,2,3,2,2,3,2,1,2,2,4,1,2,2,3,3,3,1,4,3,3,1,2,3,2,2,4,4,1,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,2,2,1,8,2,2,3,2,1,4,1,3,4,1,1,0,1,1,0,9,1,1,0,1,2,2,1,2,1,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
2602180,girl,1,electronic,15,66,13,10,23,14,8,22,4,1,2,1,2,2,1,1,3,1,2,1,2,1,2,2,4,4,2,2,3,9,9,9,9,9,9,9,9,9,9,9,4,2,2,4,3,1,3,3,1,1,1,3,3,1,2,3,4,1,4,2,2,2,2,3,8,4,2,1,2,1,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,2,2,1,1,1,1,2,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602186,girl,1,electronic,21,61,17,15,32,11,18,29,4,1,2,1,1,2,1,1,3,0,1,3,2,2,3,2,4,1,2,2,3,2,3,1,4,3,3,3,1,3,2,2,4,4,4,4,3,3,3,1,4,4,1,2,3,2,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,0,0,1,0,9,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
2602258,girl,1,electronic,21,62,19,14,33,15,18,33,4,1,2,1,2,2,1,1,3,2,2,3,2,1,2,2,4,1,2,2,3,2,2,1,4,3,3,4,2,3,2,1,4,4,4,4,3,1,3,1,4,4,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,1,1,1,1,0,9,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1
2602299,girl,2,electronic,21,66,18,12,30,10,0,10,4,1,2,1,1,2,1,1,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,1,3,1,4,3,1,2,3,1,2,3,4,1,4,2,2,2,2,4,8,1,2,3,2,2,4,1,3,4,1,1,0,0,1,0,9,1,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2602354,girl,2,electronic,21,66,18,15,33,12,19,31,4,1,2,1,2,2,1,1,3,1,9,3,2,1,2,2,4,1,2,2,3,2,3,1,8,3,8,3,2,3,2,2,4,4,4,4,3,1,3,1,4,3,1,2,3,1,2,3,4,1,4,3,2,2,2,3,8,1,2,3,2,1,4,1,3,4,1,0,0,0,1,0,9,1,1,1,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1
